MPSecID,Symbol,SecuritySubType,MaturityDate,MaturityDateBack,EntryType,EntryPrice,EntrySize,ReferenceID,EntryRate,TransactTime,NetChangePx,EntryLegPriceNear
12726011180615000000,ASH1D,S,20180615,00000000,4,73.000800,5.00,300118058000044,0.017930,2018-02-27 19:31:44.716000,1.260800,0
12726011180615000000,ASH1D,S,20180615,00000000,4,72.775700,5.00,300118058000045,0.006683,2018-02-27 19:31:47.598000,1.035700,0
11478711180316000000,CXW1D,S,20180316,00000000,4,21.068100,10.00,300318058000042,-0.021911,2018-02-27 19:32:27.523000,-0.801900,0
13898721180227180316,ETP4T/ETP1D,SS,20180227,20180316,4,0.070800,13060.00,300218058000038,0.078456,2018-02-27 19:35:44.984000,0.070800,19.110000
10465011180615000000,HCA1D,S,20180615,00000000,4,102.615600,10.00,300118058000046,0.015513,2018-02-27 19:41:59.139000,2.205600,0
10532011180615000000,CXP1D,S,20180615,00000000,4,21.069400,10.00,300318058000043,0.015793,2018-02-27 19:43:53.585000,-0.390600,0
11999711180316000000,XLF1D,S,20180316,00000000,4,29.554200,100.00,300218058000046,0.045981,2018-02-27 19:55:55.893000,-0.015800,0
10465411180615000000,PEI1D,S,20180615,00000000,4,10.516600,10.00,300218058000047,0.008449,2018-02-27 19:57:28.770000,-0.273400,0
10358311180615000000,JNPR1D,S,20180615,00000000,4,26.357200,10.00,300318058000044,0.017436,2018-02-27 20:02:10.812000,0.067200,0
10305111180316000000,BBBY1D,S,20180316,00000000,4,21.509000,3.00,300118058000047,-0.000982,2018-02-27 20:08:13.780000,-0.211000,0
10464411180615000000,LLL1D,S,20180615,00000000,4,215.006500,10.00,300218058000048,0.015907,2018-02-27 20:09:21.077000,-0.783500,0
10285711180420000000,AAPL1D,S,20180420,00000000,4,179.689000,5.00,300118058000048,0.021978,2018-02-27 20:11:33.011000,0.409000,0
11008111180615000000,O1D,S,20180615,00000000,4,49.812200,10.00,300118058000049,0.017634,2018-02-27 20:14:36.787000,-0.597800,0
10368011180615000000,FLR1D,S,20180615,00000000,4,58.226900,10.00,300318058000045,0.016501,2018-02-27 20:19:09.983000,-0.483100,0
10358211180615000000,IPG1D,S,20180615,00000000,4,24.112000,10.00,300318058000046,0.016947,2018-02-27 20:21:38.753000,-0.478000,0
11478711180316000000,CXW1D,S,20180316,00000000,4,21.007800,10.00,300318058000047,0.068461,2018-02-27 20:22:35.798000,-0.862200,0
10277411180615000000,GS1D,S,20180615,00000000,4,271.195600,10.00,300118058000050,0.018232,2018-02-27 20:23:42.645000,-1.104400,0
10300012180316000000,CCL1D,B,20180316,00000000,4,67.588300,109.00,310118058000096,0.000000,2018-02-27 20:24:10.570000,-1.091700,0
10277911180615000000,LMT1D,S,20180615,00000000,4,360.782600,10.00,300218058000049,0.015522,2018-02-27 20:26:45.526000,0.692600,0
